category,question,answer,source_pages,article_no
หมวดศึกษาทั่วไป,วิชา RAP APPRECIATION (90642081) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr144;ocr189;ocr281,
หมวดศึกษาทั่วไป,วิชา MUSIC APPRECIATION (90642082) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr144;ocr189;ocr281,
หมวดศึกษาทั่วไป,วิชา FILM APPRECIATION (90642083) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr144;ocr189;ocr282,
หมวดศึกษาทั่วไป,วิชา PHOTOGRAPHY APPRECIATION (90642084) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(2-2-5)",ocr144;ocr190,
หมวดศึกษาทั่วไป,วิชา CONTEMPORARY CULTURE (90642085) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr144;ocr190,
หมวดศึกษาทั่วไป,วิชา INTRODUCTION TO DESIGN CULTURE (90642086) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr144;ocr190;ocr282,
หมวดศึกษาทั่วไป,วิชา WORLD CULTURE (90642087) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr144;ocr190,
หมวดศึกษาทั่วไป,วิชา TRADITIONAL CHINESE CULTURE (90642088) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr144;ocr191,
หมวดศึกษาทั่วไป,"วิชา CHINESE SOCIETY, ECONOMY AND POLITICS (90642089) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?","เลือก, หน่วยกิต 3(3-0-6)",ocr144;ocr191,
หมวดศึกษาทั่วไป,วิชา GLOBAL INSIDE (90642090) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr144;ocr191;ocr282,
หมวดศึกษาทั่วไป,วิชา ASIAN STUDY (90642091) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr145;ocr191;ocr282,
หมวดศึกษาทั่วไป,วิชา CIVIC EDUCATION (90642092) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr145,
หมวดศึกษาทั่วไป,วิชา COMMUNITY ENGAGEMENT (90642093) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr145;ocr192;ocr282,
หมวดศึกษาทั่วไป,วิชา PRINCIPLES OF COMMUNITY DEVELOPMENT (90642094) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr145;ocr192,
หมวดศึกษาทั่วไป,วิชา NATIONAL SECURITY DEVELOPMENT (90642095) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr145;ocr192;ocr282,
หมวดศึกษาทั่วไป,วิชา MILITARY SCIENCE (90642096) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr145;ocr193;ocr278;ocr282,
หมวดศึกษาทั่วไป,วิชา APPLIED THAI WISDOMS (90642097) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr145;ocr193,
หมวดศึกษาทั่วไป,วิชา DYNAMICS OF THAI SOCIETY (90642098) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr145;ocr193;ocr282,
หมวดศึกษาทั่วไป,วิชา ACTIVE AGING SOCIETY (90642099) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr145;ocr194,
หมวดศึกษาทั่วไป,วิชา FIGHTING FAKE NEWS (90642100) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 1(1-0-2)",ocr194;ocr282,
หมวดศึกษาทั่วไป,วิชา REVIEWER (90642101) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr145;ocr194;ocr282,
หมวดศึกษาทั่วไป,วิชา YOUTUBER (90642102) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr145;ocr194,
หมวดศึกษาทั่วไป,วิชา LIVING IN DIGITAL SOCIETY (90642103) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr145;ocr195,
หมวดศึกษาทั่วไป,วิชา DIGITAL LITERACY (90642104) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 1(1-0-2)",ocr145;ocr195,
หมวดศึกษาทั่วไป,วิชา BASIC INTERNET OF THINGS (IOT) (90642105) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 2(1-2-3)",ocr145;ocr195;ocr272,
หมวดศึกษาทั่วไป,วิชา DIGITAL STORYTELLING IN JOURNEY (90642106) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr145;ocr196;ocr283,
หมวดศึกษาทั่วไป,วิชา DIGITAL MEDIA PRODUCTION (90642107) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr145;ocr196;ocr271;ocr274,
หมวดศึกษาทั่วไป,วิชา DIGITAL PHOTOGRAPHY TECHNOLOGY (90642108) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(2-2-5)",ocr145;ocr196;ocr271;ocr283,
หมวดศึกษาทั่วไป,วิชา INFOGRAPHIC DESIGN (90642109) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr145;ocr196;ocr283,
หมวดศึกษาทั่วไป,วิชา FUN WITH DATA SCIENCE (90642110) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr146;ocr197;ocr270;ocr283,
หมวดศึกษาทั่วไป,วิชา FUN WITH CODING (90642111) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr146;ocr197;ocr272;ocr283,
หมวดศึกษาทั่วไป,วิชา FUN WITH AI (90642112) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr146;ocr197,
หมวดศึกษาทั่วไป,วิชา ROBOTICS AND AI (90642113) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr146;ocr197;ocr273,
หมวดศึกษาทั่วไป,วิชา SMART FARMING (90642114) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr146;ocr198,
หมวดศึกษาทั่วไป,วิชา GREEN TECHNOLOGY AND ALTERNATIVE ENERGY (90642115) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr146;ocr198;ocr272,
หมวดศึกษาทั่วไป,วิชา SMART CITY AND INNOVATION (90642116) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr146;ocr198;ocr283,
หมวดศึกษาทั่วไป,วิชา INFORMATION LITERACY SKILLS FOR THE 21st CENTURY (90642117) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr146;ocr199;ocr272,
หมวดศึกษาทั่วไป,วิชา APPLICATION SOFTWARE FOR BUSSINESS (90642118) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 2(1-2-3)",ocr146;ocr199;ocr270,
หมวดศึกษาทั่วไป,วิชา COMPUTER FOR DEVELOPMENT OF ANALYTICAL THINKING PROCESS (90642119) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 2(1-2-3)",ocr146;ocr199;ocr272;ocr283,
หมวดศึกษาทั่วไป,วิชา FROM EXCEL TO EXCELLENT (90642120) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr146;ocr199;ocr283,
หมวดศึกษาทั่วไป,วิชา DATA ANALYSIS AND MANAGEMENT WITH COMPUTATIONAL PROGRAM (90642121) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr146;ocr200;ocr283,
หมวดศึกษาทั่วไป,วิชา INTRODUCTION TO MICROCOMPUTER APPLICATION (90642122) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr146;ocr200,
หมวดศึกษาทั่วไป,วิชา TECHNOLOGY IN MUSICAL SEQUENCING (90642123) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr146;ocr200;ocr275,
หมวดศึกษาทั่วไป,วิชา SCIENCE TECHNOLOGY AND SCIENCE INNOVATION FOR SDGS (90642124) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr146;ocr200;ocr272,
หมวดศึกษาทั่วไป,วิชา LIVING IN FUTURE DISASTER AND CRISIS (90642125) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr146;ocr201,
หมวดศึกษาทั่วไป,วิชา SURVIVORS (90642126) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr146;ocr201;ocr284,
หมวดศึกษาทั่วไป,วิชา THINK EARTH (90642127) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr146;ocr201;ocr271;ocr284,
หมวดศึกษาทั่วไป,"วิชา ECOLOGY, CONSERVATION AND ENVIRONMENTALISM (90642128) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?","เลือก, หน่วยกิต 3(3-0-6)",ocr146;ocr202,
หมวดศึกษาทั่วไป,วิชา ALTERNATIVE TOURISM (90642129) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr147;ocr202,
หมวดศึกษาทั่วไป,วิชา SPORTS TOURISM (90642130) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr147;ocr202;ocr284,
หมวดศึกษาทั่วไป,วิชา THAI CULTURE AND TOURISM (90642131) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr147;ocr202;ocr274;ocr284,
หมวดศึกษาทั่วไป,วิชา CHUMPHON STUDY FOR TOURISM (90642132) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr147;ocr275;ocr284,
หมวดศึกษาทั่วไป,วิชา CHUMPHON AREA STUDY (90642133) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr147;ocr203;ocr284,
หมวดศึกษาทั่วไป,วิชา KING MONGKUT'S REIGN STUDY (90642134) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr147;ocr203,
หมวดศึกษาทั่วไป,วิชา PHILOSOPHY OF SUFFICIENCY ECONOMY (90642135) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr147;ocr204;ocr275,
หมวดศึกษาทั่วไป,วิชา ETHICS AND AESTHETICS (90642136) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr147;ocr204;ocr284,
หมวดศึกษาทั่วไป,วิชา SERIES IN DAILY LIFE (90642137) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr147;ocr204;ocr284,
หมวดศึกษาทั่วไป,วิชา MEDITATION FOR LIFE DEVELOPMENT (90642138) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr147;ocr204;ocr284,
หมวดศึกษาทั่วไป,วิชา RESILIENCE QUOTIENT (90642139) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 1(1-0-2)",ocr147;ocr205,
หมวดศึกษาทั่วไป,วิชา IMMUNITY OF MIND (90642140) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr147;ocr205;ocr285,
หมวดศึกษาทั่วไป,วิชา PSYCHOLOGY OF SELF-DEVELOPMENT (90642141) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 2(2-0-4)",ocr147;ocr205,
หมวดศึกษาทั่วไป,วิชา PSYCHOLOGY IN COMMUNICATION (90642142) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr147;ocr205,
หมวดศึกษาทั่วไป,วิชา DESIGNING YOUR LIFE (90642143) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr147;ocr206;ocr285,
หมวดศึกษาทั่วไป,วิชา MAGIC MIRROR (90642144) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr147;ocr206,
หมวดศึกษาทั่วไป,วิชา POWER OF PERSONALITY (90642145) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr147;ocr206;ocr285,
หมวดศึกษาทั่วไป,วิชา POWER OF CHANGE (90642146) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr147;ocr206;ocr285,
หมวดศึกษาทั่วไป,วิชา HAPPINESS SKILLS (90642147) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr147;ocr207,
หมวดศึกษาทั่วไป,วิชา ARTS OF EMOTION DEVELOPMENT (90642148) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr148;ocr207;ocr285,
หมวดศึกษาทั่วไป,วิชา IMAGINATIVE ART (90642149) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr148;ocr207;ocr275;ocr285,
หมวดศึกษาทั่วไป,วิชา ART IN EVERYDAY LIFE (90642150) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr148;ocr208;ocr285;ocr286,
หมวดศึกษาทั่วไป,วิชา MAN AND ART (90642151) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr148;ocr208;ocr285,
หมวดศึกษาทั่วไป,วิชา JOY OF SHARING (90642152) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr148;ocr208;ocr285,
หมวดศึกษาทั่วไป,วิชา UNDERSTANDING HUMAN BEHAVIOR (90642153) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr148;ocr209;ocr285,
หมวดศึกษาทั่วไป,วิชา FAIL-ABLE (90642154) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr148;ocr209,
หมวดศึกษาทั่วไป,วิชา HUMAN RELATIONSHIP AND COMMUNICATION (90642155) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 2(2-0-4)",ocr148;ocr209,
หมวดศึกษาทั่วไป,วิชา FENG SHUI (90642156) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr148;ocr209;ocr285,
หมวดศึกษาทั่วไป,วิชา THAI ASTROLOGY (90642157) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr148;ocr210;ocr286,
หมวดศึกษาทั่วไป,วิชา COMTEMPORARY SCIENCE AND TECHNOLOGY (90642158) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr148;ocr210;ocr286,
หมวดศึกษาทั่วไป,วิชา INTRODUCTION TO PSYCHOLOGY (90642159) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr148;ocr210,
หมวดศึกษาทั่วไป,วิชา PRACTICE UNDER MANAGEMENT SKILL 1 (90643001) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 1(0-2-1)",ocr148;ocr211;ocr286,
หมวดศึกษาทั่วไป,วิชา PRACTICE UNDER MANAGEMENT SKILL 2 (90643002) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 2(0-4-2)",ocr148;ocr211;ocr286,
หมวดศึกษาทั่วไป,วิชา PRACTICE UNDER MANAGEMENT SKILL 3 (90643003) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(0-6-3)",ocr148;ocr211;ocr286,
หมวดศึกษาทั่วไป,วิชา POSITIVE POWER LEADER (90643004) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr148;ocr211;ocr286,
หมวดศึกษาทั่วไป,วิชา THE DISRUPTOR (90643005) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr148;ocr212;ocr286,
หมวดศึกษาทั่วไป,วิชา MODERN MANAGEMENT AND LEADERSHIP (90643006) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr148;ocr212;ocr271;ocr272;ocr275;ocr286,
หมวดศึกษาทั่วไป,วิชา NEXT GEN LEADERSHIP (90643007) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr149;ocr212;ocr286,
หมวดศึกษาทั่วไป,วิชา SCIENCE OF NEGOTIATION (90643008) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr149;ocr212;ocr286,
หมวดศึกษาทั่วไป,วิชา CONTENT MARKETING (90643009) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 1(1-0-2)",ocr149;ocr213;ocr286,
หมวดศึกษาทั่วไป,วิชา CONTEMPORARY MARKETING (90643010) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr149;ocr213;ocr286,
หมวดศึกษาทั่วไป,วิชา ART OF COMMUNICATION MANAGEMENT (90643011) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(2-3-6)",ocr149;ocr213;ocr271,
หมวดศึกษาทั่วไป,วิชา TEAMWORK (90643012) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr149;ocr214,
หมวดศึกษาทั่วไป,วิชา INDUSTRIAL MANAGEMENT (90643013) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr149;ocr214;ocr286,
หมวดศึกษาทั่วไป,วิชา GENERAL BUSINESS (90643014) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr149;ocr214;ocr287,
หมวดศึกษาทั่วไป,วิชา BUSINESS ACCOUNTING FOR NEW GEN (90643015) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr149;ocr215;ocr272;ocr287,
หมวดศึกษาทั่วไป,วิชา FUN WITH ONLINE BUSINESS (90643016) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr149;ocr215;ocr274;ocr287,
หมวดศึกษาทั่วไป,วิชา LEAN STARTUP AND AGILE BUSINESS (90643017) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 4(4-0-8)",ocr149;ocr215,
หมวดศึกษาทั่วไป,วิชา INTERNATIONAL BUSINESS (90643018) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr149;ocr215,
หมวดศึกษาทั่วไป,วิชา ECONOMICS AND ENTREPRENEURSHIP (90643019) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr149;ocr216,
หมวดศึกษาทั่วไป,วิชา INNOVATIVE ENTREPRENEURS (90643020) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr149;ocr216;ocr287,
หมวดศึกษาทั่วไป,วิชา MODERN ENTREPRENEURS (90643021) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",17;33;39;ocr149;ocr216;ocr270;ocr272;ocr273;ocr384,
หมวดศึกษาทั่วไป,วิชา SOCIAL ENTREPRENEURS (90643022) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr149;ocr216;ocr287,
หมวดศึกษาทั่วไป,วิชา TECHNOPRENEURS (90643023) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr149;ocr217;ocr287,
หมวดศึกษาทั่วไป,วิชา HAPPINESS FARMS (90643024) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr149;ocr217;ocr271,
หมวดศึกษาทั่วไป,วิชา ROAD TO IPO (90643025) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr149;ocr217;ocr287,
หมวดศึกษาทั่วไป,วิชา INVESTMENT PLANNING (90643026) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr218;ocr271;ocr273;ocr287,
หมวดศึกษาทั่วไป,"วิชา MAN, MONEY AND MATH (90643027) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?","เลือก, หน่วยกิต 3(3-0-6)",ocr150;ocr287,
หมวดศึกษาทั่วไป,วิชา SMART TIPS FOR BEGINNING INVESTERS (90643028) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr150;ocr218,
หมวดศึกษาทั่วไป,วิชา DIGITAL ECONOMY (90643029) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr150;ocr218;ocr287,
หมวดศึกษาทั่วไป,วิชา GENERAL ECONOMICS AND PROJECT FEASIBILITY STUDY (90643030) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr150;ocr219;ocr273;ocr287,
หมวดศึกษาทั่วไป,วิชา CIRCULAR ECONOMIC LIFESTYLE FOR 21st CENTURY (90643031) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr150;ocr219;ocr287,
หมวดศึกษาทั่วไป,วิชา BCG ECONOMY IN ACTION (90643032) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr150;ocr219;ocr272;ocr288,
หมวดศึกษาทั่วไป,วิชา INNOVATION MANAGEMENT (90643033) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 4(4-0-8)",ocr150;ocr220,
หมวดศึกษาทั่วไป,วิชา MANAGEMENT AND CREATIVITY (90643034) เป็นวิชาบังคับหรือวิชาเลือก และมีหน่วยกิตเท่าไร?,"เลือก, หน่วยกิต 3(3-0-6)",ocr150;ocr220,
